32.7273,32.7273,13.4136,-22.0622
32.7405,32.7054,12.9814,-21.561
32.753,32.6845,11.7046,-20.0814
32.7637,32.6655,9.65205,-17.7054
32.772,32.6493,6.9398,-14.5717
32.7774,32.6366,3.72253,-10.8649
32.7794,32.6277,0.181629,-6.80172
32.7777,32.623,-3.48835,-2.61394
32.7724,32.6224,-7.09418,1.46864
32.7636,32.6258,-10.456,5.23517
32.7516,32.6328,-13.4145,8.50764
32.737,32.6426,-15.8435,11.1489
32.7202,32.6548,-17.6663,13.0639
32.7018,32.6685,-18.854,14.1548
32.6826,32.6828,-19.5316,14.4473
32.6628,32.6973,-20.0588,14.5035
32.6426,32.7118,-20.4514,14.4567
32.622,32.7262,-20.7065,14.314
32.6012,32.7404,-20.8252,14.0848
32.5804,32.7543,-20.8129,13.7806
32.5596,32.768,-20.6791,13.415
32.539,32.7812,-20.4376,13.0034
32.5188,32.7939,-20.107,12.5634
32.4988,32.8063,-19.7128,12.1169
32.4793,32.8182,-19.2928,11.6954
32.4603,32.8297,-18.8599,11.3114
32.4416,32.8408,-18.4249,10.9649
32.4234,32.8516,-18.0068,10.6488
32.4056,32.8621,-17.6196,10.3592
32.3882,32.8724,-17.2671,10.0983
32.3711,32.8823,-16.9522,9.86778
32.3542,32.8921,-16.677,9.66843
32.3377,32.9017,-16.4427,9.50049
32.3213,32.9111,-16.2494,9.36349
32.3052,32.9204,-16.0966,9.25624
32.2891,32.9296,-15.9823,9.1769
32.2732,32.9388,-15.9038,9.12294
32.2573,32.9479,-15.8569,9.09107
32.2415,32.957,-15.836,9.07704
32.2256,32.9661,-15.8326,9.07475
32.2098,32.9751,-15.8326,9.07475
32.194,32.9842,-15.8326,9.07475
32.1781,32.9933,-15.8326,9.07475
32.1623,33.0023,-15.8326,9.07475
32.1465,33.0114,-15.8326,9.07475
32.1306,33.0205,-15.8326,9.07475
32.1148,33.0296,-15.8326,9.07475
32.099,33.0386,-15.8326,9.07475
32.0831,33.0477,-15.8354,9.07318
32.0673,33.0568,-15.8736,9.05162
32.0514,33.0658,-15.9815,8.9911
32.0353,33.0748,-16.176,8.88432
32.019,33.0836,-16.4613,8.73353
32.0024,33.0922,-16.8426,8.53949
31.9853,33.1006,-17.323,8.30358
31.9677,33.1088,-17.9033,8.02846
31.9494,33.1167,-18.5812,7.71828
31.9305,33.1242,-19.3516,7.37868
31.9107,33.1314,-20.2064,7.01676
31.89,33.1383,-21.1348,6.64092
31.8684,33.1447,-22.1234,6.26067
31.8458,33.1508,-23.1563,5.88644
31.8221,33.1565,-24.2158,5.52939
31.7973,33.1618,-25.2828,5.20121
31.7715,33.1669,-26.3368,4.91379
31.7447,33.1717,-27.3573,4.67895
31.7168,33.1763,-28.3236,4.5081
31.6881,33.1807,-29.2159,4.41197
31.6584,33.1851,-30.0157,4.4003
31.6281,33.1896,-30.7066,4.48157
31.5971,33.1941,-31.2744,4.66274
31.5656,33.1989,-31.7078,4.94907
31.5337,33.2041,-31.9987,5.34393
31.5016,33.2097,-32.1423,5.84868
31.4695,33.2158,-32.1373,6.46256
31.4374,33.2226,-31.9861,7.18261
31.4055,33.2302,-31.6942,8.00371
31.374,33.2387,-31.2709,8.91853
31.343,33.2481,-30.7286,9.91756
31.3126,33.2585,-30.0829,10.9892
31.2829,33.2701,-29.3523,12.1196
31.2539,33.2828,-28.5594,13.2927
31.2258,33.2967,-27.7335,14.4887
31.1985,33.3117,-26.9131,15.6834
31.172,33.328,-26.1111,16.8637
31.1462,33.3455,-25.3343,18.0188
31.1213,33.364,-24.5936,19.1224
31.097,33.3837,-23.904,20.1346
31.0734,33.4043,-23.2773,21.0262
31.0505,33.4257,-22.7234,21.7731
31.028,33.4478,-22.2507,22.355
31.0059,33.4703,-21.866,22.7556
30.9842,33.4932,-21.5742,22.9627
30.9627,33.5162,-21.3781,22.969
30.9414,33.5391,-21.2786,22.7721
30.9202,33.5617,-21.274,22.3746
30.8988,33.5838,-21.3609,21.7846
30.8774,33.6052,-21.5333,21.0149
30.8558,33.6257,-21.7835,20.0832
30.8338,33.6453,-22.1019,19.0116
30.8115,33.6637,-22.4772,17.826
30.7888,33.6809,-22.8963,16.5559
30.7657,33.6968,-23.3445,15.2345
30.7422,33.7114,-23.8029,13.9024
30.7181,33.7246,-24.2592,12.5886
30.6936,33.7366,-24.7065,11.3128
30.6687,33.7473,-25.1379,10.0934
30.6434,33.7568,-25.5471,8.94704
30.6176,33.7652,-25.9284,7.8883
30.5915,33.7726,-26.2769,6.92918
30.5651,33.7791,-26.5886,6.07881
30.5384,33.7848,-26.8605,5.34327
30.5114,33.7898,-27.0908,4.72545
30.4842,33.7943,-27.2789,4.22499
30.4568,33.7983,-27.4254,3.83833
30.4294,33.802,-27.5322,3.55864
30.4018,33.8054,-27.6025,3.37578
30.3742,33.8088,-27.6412,3.27597
30.3465,33.812,-27.6551,3.24044
30.3189,33.8153,-27.6561,3.238
30.2912,33.8185,-27.6561,3.238
30.2635,33.8217,-27.6561,3.238
30.2359,33.825,-27.6561,3.238
30.2082,33.8282,-27.6561,3.238
30.1806,33.8315,-27.6561,3.238
30.1529,33.8347,-27.6561,3.238
30.1253,33.8379,-27.6561,3.238
30.0976,33.8412,-27.6561,3.238
30.07,33.8444,-27.6561,3.238
30.0423,33.8476,-27.6561,3.238
30.0146,33.8509,-27.6561,3.238
29.987,33.8541,-27.6561,3.238
29.9593,33.8574,-27.6561,3.238
29.9317,33.8606,-27.6561,3.238
29.904,33.8638,-27.6561,3.238
29.8764,33.8671,-27.6561,3.238
29.8487,33.8703,-27.6561,3.238
29.821,33.8735,-27.6559,3.2383
29.7934,33.8768,-27.6533,3.24302
29.7657,33.88,-27.6458,3.25676
29.7381,33.8833,-27.6316,3.28272
29.7105,33.8866,-27.6094,3.32371
29.6829,33.89,-27.5777,3.38224
29.6553,33.8934,-27.5356,3.4606
29.6278,33.8969,-27.4821,3.56075
29.6004,33.9005,-27.4166,3.68436
29.573,33.9043,-27.3387,3.83266
29.5457,33.9082,-27.2482,4.00642
29.5185,33.9123,-27.1454,4.20588
29.4914,33.9166,-27.0309,4.43074
29.4644,33.9212,-26.9054,4.68007
29.4376,33.926,-26.77,4.9524
29.4109,33.9311,-26.6261,5.24567
29.3844,33.9365,-26.4754,5.55731
29.358,33.9422,-26.3194,5.88429
29.3317,33.9482,-26.1601,6.2232
29.3056,33.9546,-25.9993,6.57037
29.2797,33.9614,-25.8388,6.92191
29.254,33.9685,-25.6807,7.27385
29.2284,33.9759,-25.5265,7.62219
29.2029,33.9837,-25.3779,7.96299
29.1776,33.9918,-25.2365,8.29246
29.1524,34.0003,-25.1036,8.60706
29.1274,34.0091,-24.9803,8.90353
29.1025,34.0181,-24.8676,9.17898
29.0776,34.0274,-24.7661,9.43098
29.0529,34.037,-24.6764,9.65756
29.0283,34.0467,-24.5985,9.85726
29.0037,34.0567,-24.5326,10.0292
28.9792,34.0668,-24.4783,10.1731
28.9548,34.077,-24.4353,10.2893
28.9303,34.0873,-24.4027,10.3786
28.906,34.0977,-24.3797,10.4427
28.8816,34.1082,-24.3608,10.487
28.8572,34.1187,-24.3266,10.5271
28.8329,34.1293,-24.2644,10.5751
28.8087,34.1399,-24.1633,10.6442
28.7846,34.1506,-24.0153,10.7447
28.7607,34.1614,-23.8159,10.8792
28.737,34.1723,-23.5619,11.0494
28.7136,34.1835,-23.2516,11.2558
28.6905,34.1949,-22.8846,11.4983
28.6679,34.2065,-22.4616,11.7758
28.6456,34.2184,-21.9847,12.0865
28.6239,34.2307,-21.4575,12.4275
28.6027,34.2433,-20.8844,12.7955
28.5821,34.2563,-20.2714,13.1863
28.5622,34.2697,-19.625,13.5954
28.5429,34.2835,-18.953,14.0176
28.5243,34.2977,-18.2634,14.4476
28.5064,34.3124,-17.5652,14.8799
28.4892,34.3275,-16.8671,15.3088
28.4726,34.343,-16.1782,15.7289
28.4568,34.3589,-15.5071,16.1351
28.4416,34.3752,-14.8624,16.5225
28.4271,34.392,-14.2515,16.8867
28.4131,34.409,-13.6814,17.2242
28.3997,34.4264,-13.1578,17.5317
28.3868,34.4441,-12.6856,17.807
28.3743,34.462,-12.2683,18.0486
28.3622,34.4801,-11.9079,18.2556
28.3505,34.4985,-11.6054,18.4281
28.339,34.517,-11.3602,18.5669
28.3277,34.5356,-11.1704,18.6735
28.3166,34.5543,-11.0327,18.7504
28.3056,34.5731,-10.9421,18.8005
28.2947,34.5919,-10.8923,18.8279
28.2838,34.6108,-10.8741,18.8378
28.273,34.6296,-10.8728,18.8386
28.2621,34.6484,-10.8728,18.8386
28.2512,34.6673,-10.8728,18.8386
28.2404,34.6861,-10.8728,18.8386
28.2295,34.705,-10.8728,18.8386
28.2186,34.7238,-10.8728,18.8386
28.2077,34.7426,-10.8728,18.8386
28.1969,34.7615,-10.8728,18.8386
28.186,34.7803,-10.8728,18.8386
28.1751,34.7991,-10.8728,18.8386
28.1642,34.818,-10.8728,18.8386
28.1534,34.8368,-10.8728,18.8386
28.1425,34.8557,-10.8728,18.8386
28.1316,34.8745,-10.8728,18.8386
28.1208,34.8933,-10.8728,18.8386
28.1099,34.9122,-10.8728,18.8386
28.099,34.931,-10.8731,18.837
28.0881,34.9498,-10.8937,18.7528
28.0772,34.9685,-10.9638,18.4736
28.0662,34.9867,-11.1057,17.9246
28.055,35.0042,-11.3391,17.0487
28.0435,35.0207,-11.6811,15.8043
28.0316,35.0357,-12.1457,14.1663
28.0191,35.0489,-12.7429,12.1274
28.006,35.0598,-13.4776,9.6979
27.9921,35.0681,-14.3496,6.90568
27.9773,35.0735,-15.2987,3.78879
27.9616,35.0756,-16.1737,0.39222
27.945,35.0742,-16.8756,-3.21918
27.9279,35.0691,-17.3262,-6.9686
